year,week,team,player,position,injury
2016,6,New York Jets,David Harris,LB,Hamstring
2016,6,New York Jets,Nick Mangold,C,Knee
2016,6,New York Jets,Brandon Marshall,WR,Foot
2016,6,New York Jets,Jalin Marshall,WR,Shoulder
2016,6,New York Jets,Rontez Miles,DB,Shin
2016,6,New York Jets,Bryce Petty,QB,Shoulder
2016,6,New York Jets,Darrelle Revis,DB,Hamstring
2016,6,New York Jets,Darryl Roberts,DB,Shoulder
2016,6,New York Jets,Austin Seferian-Jenkins,TE,Ankle
2016,6,New York Jets,Muhammad Wilkerson,DE,Ankle
2016,6,New York Jets,Brian Winters,OG,Concussion
2016,6,Oakland Raiders,Vadal Alexander,OT,Ankle
2016,6,Oakland Raiders,Nate Allen,DB,Quadricep
2016,6,Oakland Raiders,Jon Feliciano,OG,Calf
2016,6,Oakland Raiders,Taiwan Jones,RB,Knee
2016,6,Oakland Raiders,Matt McCants,OT,Knee
2016,6,Oakland Raiders,Latavius Murray,RB,Toe
2016,6,Oakland Raiders,Malcolm Smith,LB,Quadricep
2016,6,Oakland Raiders,Clive Walford,TE,Knee
2016,6,Oakland Raiders,Menelik Watson,OT,Calf
2016,6,Philadelphia Eagles,Bryan Braman,LB,Shoulder
2016,6,Philadelphia Eagles,Fletcher Cox,DT,Ankle
2016,6,Philadelphia Eagles,Ryan Mathews,RB,Illness
2016,6,Philadelphia Eagles,Leodis McKelvin,DB,Hamstring
2016,6,Pittsburgh Steelers,Sammie Coates,WR,Finger
2016,6,Pittsburgh Steelers,Justin Gilbert,DB,Knee
2016,6,Pittsburgh Steelers,Marcus Gilbert,OT,Ankle
2016,6,Pittsburgh Steelers,Robert Golden,DB,Hamstring
2016,6,Pittsburgh Steelers,Cameron Heyward,DT,Hamstring
2016,6,Pittsburgh Steelers,Roosevelt Nix,RB,Back
2016,6,Pittsburgh Steelers,Maurkice Pouncey,C,Illness
2016,6,Pittsburgh Steelers,Eli Rogers,WR,Toe
2016,6,Pittsburgh Steelers,Ryan Shazier,LB,Knee
2016,6,Pittsburgh Steelers,Shamarko Thomas,DB,Groin
2016,6,Pittsburgh Steelers,Cody Wallace,C,Knee
2016,6,Pittsburgh Steelers,Markus Wheaton,WR,Shoulder
2016,6,San Diego Chargers,Jahleel Addae,DB,Other
2016,6,San Diego Chargers,Joe Barksdale,OT,Foot
2016,6,San Diego Chargers,Brandon Flowers,DB,Concussion
2016,6,San Diego Chargers,Orlando Franklin,OT,Ankle
2016,6,San Diego Chargers,Chris Hairston,OT,Groin
2016,6,San Diego Chargers,Drew Kaser,P,Back
2016,6,San Diego Chargers,Craig Mager,DB,Shoulder
2016,6,San Diego Chargers,Dexter McCluster,WR,Hamstring
2016,6,San Diego Chargers,Denzel Perryman,LB,Shoulder
2016,6,San Francisco 49ers,Arik Armstead,DE,Shoulder
2016,6,San Francisco 49ers,Zane Beadles,OG,Ankle
2016,6,San Francisco 49ers,Ahmad Brooks,LB,Groin
2016,6,San Francisco 49ers,DeForest Buckner,DT,Foot
2016,6,San Francisco 49ers,Cornellius Carradine,DE,Toe
2016,6,San Francisco 49ers,Quinton Dial,DT,Knee
2016,6,San Francisco 49ers,Glenn Dorsey,DE,Knee
2016,6,San Francisco 49ers,Jeremy Kerley,WR,Ankle
2016,6,San Francisco 49ers,Vance McDonald,TE,Hip
2016,6,San Francisco 49ers,Jaquiski Tartt,DB,Quadricep
2016,6,San Francisco 49ers,Jimmie Ward,DB,Quadricep
2016,6,Seattle Seahawks,Kam Chancellor,DB,Groin
2016,6,Seattle Seahawks,Frank Clark,DE,Hamstring
2016,6,Seattle Seahawks,Jimmy Graham,TE,Knee
2016,6,Seattle Seahawks,Quinton Jefferson,DE,Thumb
2016,6,Seattle Seahawks,Tyler Lockett,WR,Knee
2016,6,Seattle Seahawks,C.J. Prosise,RB,Wrist
2016,6,Seattle Seahawks,Thomas Rawls,RB,Fibula
2016,6,Seattle Seahawks,Jarran Reed,DT,Hip
2016,6,Seattle Seahawks,Garrison Smith,DT,Oblique
2016,6,Seattle Seahawks,Nick Vannett,TE,Ankle
2016,6,Seattle Seahawks,Russell Wilson,QB,Multiple
2016,6,Tennessee Titans,Brett Kern,P,Illness
2016,6,Tennessee Titans,Taylor Lewan,OT,Shoulder
2016,6,Tennessee Titans,Cody Riggs,DB,Hamstring
2016,6,Tennessee Titans,Al Woods,DT,Calf
2016,6,Washington Redskins,Chris Baker,DE,Multiple
2016,6,Washington Redskins,Bashaud Breeland,DB,Ankle
2016,6,Washington Redskins,Su'a Cravens,DB,Concussion
2016,6,Washington Redskins,Josh Doctson,WR,Achilles
2016,6,Washington Redskins,Mason Foster,LB,Toe
2016,6,Washington Redskins,Ryan Kerrigan,LB,Elbow
2016,6,Washington Redskins,Trent Murphy,DE,Shoulder
2016,6,Washington Redskins,Josh Norman,DB,Wrist
2016,6,Washington Redskins,Dashaun Phillips,DB,Hamstring
2016,6,Washington Redskins,Jordan Reed,TE,Concussion
2016,6,Washington Redskins,Trent Williams,OT,Knee
2016,7,Arizona Cardinals,Justin Bethel,DB,Foot
2016,7,Arizona Cardinals,Jaron Brown,WR,Knee
2016,7,Arizona Cardinals,John Brown,WR,Hamstring
2016,7,Arizona Cardinals,Mike Iupati,OG,Ankle
2016,7,Arizona Cardinals,Gabe Martin,LB,Knee
2016,7,Arizona Cardinals,Carson Palmer,QB,Hamstring
2016,7,Arizona Cardinals,Ed Stinson,DT,Toe
2016,7,Atlanta Falcons,Patrick DiMarco,RB,Shoulder
2016,7,Atlanta Falcons,Taylor Gabriel,WR,Concussion
2016,7,Atlanta Falcons,C.J. Goodwin,DB,Hamstring
2016,7,Atlanta Falcons,Keanu Neal,DB,Knee
2016,7,Atlanta Falcons,Brooks Reed,LB,Groin
2016,7,Atlanta Falcons,Mohamed Sanu,WR,Groin
2016,7,Atlanta Falcons,Paul Worrilow,LB,Groin
2016,7,Baltimore Ravens,Kamar Aiken,WR,Thigh
2016,7,Baltimore Ravens,Elvis Dumervil,DE,Foot
2016,7,Baltimore Ravens,Joe Flacco,QB,Shoulder
2016,7,Baltimore Ravens,Devin Hester,WR,Thigh
2016,7,Baltimore Ravens,Kendrick Lewis,DB,Thigh
2016,7,Baltimore Ravens,C.J. Mosley,LB,Thigh
2016,7,Baltimore Ravens,Jerraud Powers,DB,Thigh
2016,7,Baltimore Ravens,Jimmy Smith,DB,Concussion
2016,7,Baltimore Ravens,Steve Smith,WR,Ankle
2016,7,Baltimore Ravens,Ronnie Stanley,OT,Foot
2016,7,Baltimore Ravens,Terrell Suggs,LB,Biceps
2016,7,Baltimore Ravens,Shareece Wright,DB,Thigh
2016,7,Baltimore Ravens,Marshal Yanda,OG,Shoulder
2016,7,Buffalo Bills,Charles Clay,TE,Ankle
2016,7,Buffalo Bills,Marcell Dareus,DT,Hamstring
2016,7,Buffalo Bills,Jerome Felton,RB,Back
2016,7,Buffalo Bills,Cordy Glenn,OT,Ankle
2016,7,Buffalo Bills,Seantrel Henderson,OT,Back
2016,7,Buffalo Bills,Cyrus Kouandjio,OT,Ankle
2016,7,Buffalo Bills,Patrick Lewis,C,Knee
2016,7,Buffalo Bills,LeSean McCoy,RB,Hamstring
2016,7,Buffalo Bills,Lerentee McCray,DE,Knee
2016,7,Buffalo Bills,Kevon Seymour,DB,Shoulder
2016,7,Buffalo Bills,Corey White,DB,Shoulder
2016,7,Buffalo Bills,Kyle Williams,DT,Neck
2016,7,Buffalo Bills,Robert Woods,WR,Foot
2016,7,Chicago Bears,Sam Acho,LB,Rib
2016,7,Chicago Bears,Bryce Callahan,DB,Hamstring
2016,7,Chicago Bears,Ka'Deem Carey,RB,Hamstring
2016,7,Chicago Bears,Jay Cutler,QB,Thumb
2016,7,Chicago Bears,Leonard Floyd,LB,Calf
2016,7,Chicago Bears,Jerrell Freeman,LB,Wrist
2016,7,Chicago Bears,Eddie Goldman,DT,Ankle
2016,7,Chicago Bears,Deiondre' Hall,DB,Ankle
2016,7,Chicago Bears,Jeremy Langford,RB,Ankle
2016,7,Chicago Bears,Zach Miller,TE,Rib
2016,7,Chicago Bears,Tracy Porter,DB,Knee
2016,7,Chicago Bears,Eddie Royal,WR,Toe
2016,7,Chicago Bears,Josh Sitton,OG,Ankle
2016,7,Cincinnati Bengals,Russell Bodine,C,Ankle
2016,7,Cincinnati Bengals,Clint Boling,OG,Shoulder
2016,7,Cincinnati Bengals,Vontaze Burfict,LB,Ankle
2016,7,Cincinnati Bengals,Tyler Eifert,TE,Multiple
2016,7,Cincinnati Bengals,Pat Sims,DT,Neck
2016,7,Cincinnati Bengals,James Wright,WR,Knee
2016,7,Cleveland Browns,Marcus Burley,DB,Hamstring
2016,7,Cleveland Browns,Corey Coleman,WR,Hand
2016,7,Cleveland Browns,Xavier Cooper,DT,Shoulder
2016,7,Cleveland Browns,Seth Devalve,TE,Knee
2016,7,Cleveland Browns,Joe Haden,DB,Groin
2016,7,Cleveland Browns,Josh McCown,QB,Shoulder
2016,7,Cleveland Browns,Carl Nassib,LB,Hand
2016,7,Cleveland Browns,Terrelle Pryor,WR,Hamstring
2016,7,Cleveland Browns,Jamar Taylor,DB,Knee
2016,7,Cleveland Browns,Randall Telfer,TE,Ankle
2016,7,Cleveland Browns,Joe Thomas,OT,Knee
2016,7,Denver Broncos,Shiloh Keo,DB,Knee
2016,7,Denver Broncos,Cody Latimer,WR,Concussion
2016,7,Denver Broncos,Russell Okung,OT,Concussion
2016,7,Denver Broncos,Emmanuel Sanders,WR,Hip
2016,7,Denver Broncos,Trevor Siemian,QB,Shoulder
2016,7,Denver Broncos,Justin Simmons,DB,Hand
2016,7,Denver Broncos,T.J. Ward,DB,Ankle
2016,7,Denver Broncos,Demarcus Ware,LB,Forearm
2016,7,Denver Broncos,Kayvon Webster,DB,Hamstring
2016,7,Denver Broncos,Billy Winn,DE,Back
2016,7,Detroit Lions,Ezekiel Ansah,DE,Ankle
2016,7,Detroit Lions,Eric Ebron,TE,Multiple
2016,7,Detroit Lions,DeAndre Levy,LB,Multiple
2016,7,Detroit Lions,Haloti Ngata,DT,Shoulder
2016,7,Detroit Lions,Theo Riddick,RB,Ankle
2016,7,Detroit Lions,Corey Robinson,OT,Ankle
2016,7,Detroit Lions,Larry Warford,OG,Groin
2016,7,Detroit Lions,Dwayne Washington,RB,Ankle
2016,7,Detroit Lions,Tahir Whitehead,LB,Abdomen
2016,7,Green Bay Packers,Jared Abbrederis,WR,Quadricep
2016,7,Green Bay Packers,Davante Adams,WR,Concussion
2016,7,Green Bay Packers,Chris Banjo,DB,Hamstring
2016,7,Green Bay Packers,Bryan Bulaga,OT,Back
2016,7,Green Bay Packers,Randall Cobb,WR,Back
2016,7,Green Bay Packers,Jared Cook,TE,Ankle
2016,7,Green Bay Packers,Eddie Lacy,RB,Ankle
2016,7,Green Bay Packers,Damarious Randall,DB,Groin
2016,7,Green Bay Packers,Quinten Rollins,DB,Groin
2016,7,Green Bay Packers,Sam Shields,DB,Concussion
2016,7,Green Bay Packers,James Starks,RB,Knee
2016,7,Houston Texans,Oday Aboushi,OG,Shoulder
2016,7,Houston Texans,Jeff Allen,OG,Concussion
2016,7,Houston Texans,Stephen Anderson,TE,Hamstring
2016,7,Houston Texans,Duane Brown,OT,Knee
2016,7,Houston Texans,Jadeveon Clowney,DE,Wrist
2016,7,Houston Texans,Quintin Demps,DB,Calf
2016,7,Houston Texans,Will Fuller,WR,Hamstring
2016,7,Houston Texans,Ryan Griffin,TE,Rib
2016,7,Houston Texans,Jonathan Grimes,RB,Ankle
2016,7,Houston Texans,DeAndre Hopkins,WR,Hamstring
2016,7,Houston Texans,Kareem Jackson,DB,Hamstring
2016,7,Houston Texans,Kevin Johnson,DB,Foot
2016,7,Houston Texans,Johnathan Joseph,DB,Forearm
2016,7,Houston Texans,Greg Mancz,C,Knee
2016,7,Houston Texans,Braxton Miller,WR,Hamstring
2016,7,Houston Texans,Derek Newton,OT,Multiple
2016,7,Houston Texans,Brock Osweiler,QB,Foot
2016,7,Houston Texans,Brian Peters,LB,Quadricep
2016,7,Houston Texans,John Simon,DE,Shoulder
2016,7,Houston Texans,Xavier Su'a-Filo,OG,Knee
2016,7,Indianapolis Colts,Dwayne Allen,TE,Ankle
2016,7,Indianapolis Colts,Henry Anderson,DE,Knee
2016,7,Indianapolis Colts,Darius Butler,DB,Multiple
2016,7,Indianapolis Colts,Phillip Dorsett,WR,Multiple
2016,7,Indianapolis Colts,T.J. Green,DB,Knee
2016,7,Indianapolis Colts,Jonotthan Harrison,C,Illness
2016,7,Indianapolis Colts,T.Y. Hilton,WR,Hip
2016,7,Indianapolis Colts,Zach Kerr,DE,Ankle
2016,7,Indianapolis Colts,Andrew Luck,QB,Multiple
2016,7,Indianapolis Colts,Curt Maggitt,LB,Ankle
2016,7,Indianapolis Colts,Jack Mewhort,OG,Tricep
2016,7,Indianapolis Colts,Donte Moncrief,WR,Shoulder
2016,7,Indianapolis Colts,Patrick Robinson,DB,Hip
2016,7,Jacksonville Jaguars,Prince Amukamara,DB,Hamstring
2016,7,Jacksonville Jaguars,Kelvin Beachum,OT,Knee
2016,7,Jacksonville Jaguars,Johnathan Cyprien,DB,Calf
2016,7,Jacksonville Jaguars,Tashaun Gipson,DB,Knee
2016,7,Jacksonville Jaguars,Corey Grant,RB,Toe
2016,7,Jacksonville Jaguars,Rashad Greene,WR,Achilles
2016,7,Jacksonville Jaguars,Allen Hurns,WR,Shoulder
2016,7,Jacksonville Jaguars,Abry Jones,DT,Hamstring
2016,7,Jacksonville Jaguars,Brandon Linder,C,Foot
2016,7,Jacksonville Jaguars,Sen'Derrick Marks,DT,Knee
2016,7,Jacksonville Jaguars,Jared Odrick,DE,Hip
2016,7,Jacksonville Jaguars,Jermey Parnell,OT,Hip
2016,7,Jacksonville Jaguars,Neal Sterling,TE,Foot
2016,7,Jacksonville Jaguars,Julius Thomas,TE,Ankle
2016,7,Kansas City Chiefs,Kenneth Acker,DB,Shoulder
2016,7,Kansas City Chiefs,Jamaal Charles,RB,Knee
2016,7,Kansas City Chiefs,Jordan Devey,OG,Ankle
2016,7,Kansas City Chiefs,Phillip Gaines,DB,Knee
2016,7,Kansas City Chiefs,Tamba Hali,LB,Knee
2016,7,Kansas City Chiefs,Mitchell Schwartz,OT,Ankle
2016,7,Los Angeles Rams,Michael Brockers,DE,Thigh
2016,7,Los Angeles Rams,Jamon Brown,OG,Hand
2016,7,Los Angeles Rams,William Hayes,DE,Ankle
2016,7,Los Angeles Rams,Trumaine Johnson,DB,Ankle
2016,7,Los Angeles Rams,Robert Quinn,DE,Shoulder
2016,7,Los Angeles Rams,Nelson Spruce,WR,Calf
2016,7,Miami Dolphins,Jordan Cameron,TE,Concussion
2016,7,Miami Dolphins,Arian Foster,RB,Hamstring
2016,7,Miami Dolphins,Xavien Howard,DB,Knee
2016,7,Miami Dolphins,Jelani Jenkins,LB,Groin
2016,7,Miami Dolphins,Reshad Jones,DB,Shoulder
2016,7,Miami Dolphins,Tony Lippett,DB,Hamstring
2016,7,Miami Dolphins,Spencer Paysinger,LB,Multiple
2016,7,Miami Dolphins,Dion Sims,TE,Concussion
2016,7,Minnesota Vikings,Anthony Barr,LB,Ankle
2016,7,Minnesota Vikings,Alex Boone,OG,Knee
2016,7,Minnesota Vikings,Stefon Diggs,WR,Groin
2016,7,Minnesota Vikings,Sharrif Floyd,DT,Knee
2016,7,Minnesota Vikings,Brandon Fusco,OG,Concussion
2016,7,Minnesota Vikings,MyCole Pruitt,TE,Multiple
2016,7,Minnesota Vikings,Jeremiah Sirles,OT,Knee
2016,7,Minnesota Vikings,Laquon Treadwell,WR,Thumb
2016,7,Minnesota Vikings,Jarius Wright,WR,Ankle
2016,7,New England Patriots,Martellus Bennett,TE,Ankle
2016,7,New England Patriots,Brandon Bolden,RB,Knee
2016,7,New England Patriots,Jamie Collins,LB,Hip
2016,7,New England Patriots,Julian Edelman,WR,Foot
2016,7,New England Patriots,Jimmy Garoppolo,QB,Shoulder
2016,7,New England Patriots,Woodrow Hamilton,DT,Shoulder
2016,7,New England Patriots,Shea McClellin,LB,Concussion
2016,7,New England Patriots,Malcolm Mitchell,WR,Hamstring
2016,7,New England Patriots,Elandon Roberts,LB,Ankle
2016,7,New England Patriots,Vincent Valentine,DT,Back
2016,7,New Orleans Saints,Stephone Anthony,LB,Hamstring
2016,7,New Orleans Saints,Terron Armstead,OT,Knee
2016,7,New Orleans Saints,Delvin Breaux,DB,Fibula
2016,7,New Orleans Saints,Dannell Ellerbe,LB,Quadricep
2016,7,New Orleans Saints,Paul Kruger,LB,Back
2016,7,New Orleans Saints,Daniel Lasco,RB,Hamstring
2016,7,New Orleans Saints,Sterling Moore,DB,Abdomen
2016,7,New Orleans Saints,Andrus Peat,OG,Groin
2016,7,New York Giants,Eli Apple,DB,Groin
2016,7,New York Giants,Odell Beckham Jr.,WR,Hip
2016,7,New York Giants,Nat Berhe,DB,Concussion
2016,7,New York Giants,Zak DeOssie,LS,Ankle
2016,7,New York Giants,Rashad Jennings,RB,Thumb
2016,7,New York Giants,Marshall Newhouse,OT,Calf
2016,7,New York Giants,Keenan Robinson,LB,Knee
2016,7,New York Giants,Darian Thompson,DB,Foot
2016,7,New York Giants,Olivier Vernon,DE,Wrist
2016,7,New York Giants,Trevin Wade,DB,Ankle
2016,7,New York Jets,Braedon Bowman,TE,Knee
2016,7,New York Jets,Bruce Carter,LB,Foot
2016,7,New York Jets,Ryan Clady,OT,Shoulder
2016,7,New York Jets,Matt Forte,RB,Knee
2016,7,New York Jets,David Harris,LB,Hamstring
2016,7,New York Jets,Darron Lee,LB,Ankle
2016,7,New York Jets,Nick Mangold,C,Knee
2016,7,New York Jets,Steve McLendon,DT,Back
2016,7,New York Jets,Brent Qvale,OG,Neck
2016,7,New York Jets,Darryl Roberts,DB,Shoulder
2016,7,New York Jets,Austin Seferian-Jenkins,TE,Ankle
2016,7,New York Jets,Muhammad Wilkerson,DE,Ankle
2016,7,New York Jets,Brian Winters,OG,Knee
2016,7,Oakland Raiders,Vadal Alexander,OT,Ankle
2016,7,Oakland Raiders,Jon Feliciano,OG,Calf
2016,7,Oakland Raiders,Rodney Hudson,C,Knee
2016,7,Oakland Raiders,Gabe Jackson,OG,Knee
2016,7,Oakland Raiders,Taiwan Jones,RB,Knee
2016,7,Oakland Raiders,Latavius Murray,RB,Toe
2016,7,Oakland Raiders,Brynden Trawick,DB,Shoulder
2016,7,Oakland Raiders,Menelik Watson,OT,Calf
2016,7,Philadelphia Eagles,Allen Barbre,OG,Ankle
2016,7,Philadelphia Eagles,Ron Brooks,DB,Calf
2016,7,Philadelphia Eagles,Jason Kelce,C,Foot
2016,7,Philadelphia Eagles,Mychal Kendricks,LB,Rib
2016,7,Philadelphia Eagles,Bennie Logan,DT,Groin
2016,7,Philadelphia Eagles,Jordan Matthews,WR,Knee
2016,7,Philadelphia Eagles,Leodis McKelvin,DB,Hamstring
2016,7,Philadelphia Eagles,Rodney McLeod,DB,Shoulder
2016,7,Philadelphia Eagles,Marcus Smith,DE,Groin
2016,7,Pittsburgh Steelers,Marcus Gilbert,OT,Ankle
2016,7,Pittsburgh Steelers,Robert Golden,DB,Foot
2016,7,Pittsburgh Steelers,Cameron Heyward,DT,Hamstring
2016,7,Pittsburgh Steelers,Michael Mitchell,DB,Knee
2016,7,Pittsburgh Steelers,Ben Roethlisberger,QB,Knee
2016,7,Pittsburgh Steelers,Ryan Shazier,LB,Knee
2016,7,Pittsburgh Steelers,Shamarko Thomas,DB,Groin
2016,7,Pittsburgh Steelers,Stephon Tuitt,DE,Ankle
2016,7,Pittsburgh Steelers,Cody Wallace,C,Knee
2016,7,Pittsburgh Steelers,Markus Wheaton,WR,Shoulder
2016,7,Pittsburgh Steelers,DeAngelo Williams,RB,Knee
2016,7,San Diego Chargers,Jahleel Addae,DB,Other
2016,7,San Diego Chargers,Jeremiah Attaochu,LB,Ankle
2016,7,San Diego Chargers,Travis Benjamin,WR,Knee
2016,7,San Diego Chargers,Brandon Flowers,DB,Concussion
2016,7,San Diego Chargers,Chris Hairston,OT,Groin
2016,7,San Diego Chargers,Dexter McCluster,WR,Hamstring
2016,7,San Diego Chargers,Denzel Perryman,LB,Shoulder
2016,7,San Francisco 49ers,Arik Armstead,DE,Shoulder
2016,7,San Francisco 49ers,Zane Beadles,OG,Ankle
2016,7,San Francisco 49ers,DeForest Buckner,DT,Foot
2016,7,San Francisco 49ers,Phil Dawson,K,Illness
2016,7,San Francisco 49ers,Quinton Dial,DT,Knee
2016,7,San Francisco 49ers,Glenn Dorsey,DE,Knee
2016,7,San Francisco 49ers,Blaine Gabbert,QB,Back
2016,7,San Francisco 49ers,Joshua Garnett,OG,Foot
2016,7,San Francisco 49ers,Carlos Hyde,RB,Shoulder
2016,7,San Francisco 49ers,Jeremy Kerley,WR,Ankle
2016,7,San Francisco 49ers,Vance McDonald,TE,Hip
2016,7,San Francisco 49ers,Rashard Robinson,DB,Concussion
2016,7,San Francisco 49ers,Torrey Smith,WR,Back
2016,7,San Francisco 49ers,Jaquiski Tartt,DB,Quadricep
2016,7,San Francisco 49ers,Jimmie Ward,DB,Quadricep
2016,7,Seattle Seahawks,Michael Bennett,DE,Knee
2016,7,Seattle Seahawks,Kam Chancellor,DB,Groin
2016,7,Seattle Seahawks,Frank Clark,DE,Hamstring
2016,7,Seattle Seahawks,Jimmy Graham,TE,Multiple
2016,7,Seattle Seahawks,Quinton Jefferson,DE,Knee
2016,7,Seattle Seahawks,Kevin Pierre-Louis,LB,Ankle
2016,7,Seattle Seahawks,C.J. Prosise,RB,Wrist
2016,7,Seattle Seahawks,Thomas Rawls,RB,Fibula
2016,7,Seattle Seahawks,Bradley Sowell,OT,Back
2016,7,Seattle Seahawks,Luke Willson,TE,Knee
2016,7,Seattle Seahawks,Russell Wilson,QB,Multiple
2016,7,Tampa Bay Buccaneers,Jude Adjei-Barimah,DB,Knee
2016,7,Tampa Bay Buccaneers,Robert Ayers,DE,Ankle
2016,7,Tampa Bay Buccaneers,Joe Hawley,C,Knee
2016,7,Tampa Bay Buccaneers,Doug Martin,RB,Hamstring
2016,7,Tampa Bay Buccaneers,Gerald McCoy,DT,Calf
2016,7,Tampa Bay Buccaneers,Clinton McDonald,DT,Hamstring
2016,7,Tampa Bay Buccaneers,Cecil Shorts,WR,Hamstring
2016,7,Tampa Bay Buccaneers,Luke Stocker,TE,Ankle
2016,7,Tennessee Titans,Anthony Fasano,TE,Ankle
2016,7,Tennessee Titans,Brice McCain,DB,Ankle
2016,7,Washington Redskins,Chris Baker,DE,Multiple
2016,7,Washington Redskins,Su'a Cravens,DB,Concussion
2016,7,Washington Redskins,Josh Doctson,WR,Achilles
2016,7,Washington Redskins,DeSean Jackson,WR,Shoulder
2016,7,Washington Redskins,Spencer Long,OG,Knee
2016,7,Washington Redskins,Trent Murphy,DE,Multiple
2016,7,Washington Redskins,Josh Norman,DB,Wrist
2016,7,Washington Redskins,Dashaun Phillips,DB,Hamstring
2016,7,Washington Redskins,Jordan Reed,TE,Concussion
2016,7,Washington Redskins,Martrell Spaight,LB,Shoulder
2016,7,Washington Redskins,Trent Williams,OT,Knee
2016,8,Arizona Cardinals,Justin Bethel,DB,Foot
2016,8,Arizona Cardinals,John Brown,WR,Hamstring
2016,8,Arizona Cardinals,Marcus Cooper,DB,Foot
2016,8,Arizona Cardinals,Darren Fells,TE,Ankle
2016,8,Arizona Cardinals,Michael Floyd,WR,Hamstring
2016,8,Arizona Cardinals,Mike Iupati,OG,Ankle
2016,8,Arizona Cardinals,Tony Jefferson,DB,Illness
2016,8,Arizona Cardinals,Gabe Martin,LB,Knee
2016,8,Arizona Cardinals,Alex Okafor,DE,Calf
2016,8,Arizona Cardinals,Carson Palmer,QB,Hamstring
2016,8,Arizona Cardinals,Patrick Peterson,DB,Rib
2016,8,Arizona Cardinals,Ed Stinson,DT,Toe
2016,8,Arizona Cardinals,Jared Veldheer,OT,Finger
2016,8,Atlanta Falcons,Tevin Coleman,RB,Hamstring
2016,8,Atlanta Falcons,Devonta Freeman,RB,Hip
2016,8,Atlanta Falcons,Dwight Freeney,DE,Quadricep
2016,8,Atlanta Falcons,Taylor Gabriel,WR,Concussion
2016,8,Atlanta Falcons,C.J. Goodwin,DB,Hamstring
2016,8,Atlanta Falcons,Jake Matthews,OT,Wrist
2016,8,Atlanta Falcons,Mohamed Sanu,WR,Groin
2016,8,Buffalo Bills,Zach Brown,LB,Illness
2016,8,Buffalo Bills,Corbin Bryant,DT,Shoulder
2016,8,Buffalo Bills,Charles Clay,TE,Knee
2016,8,Buffalo Bills,Marcell Dareus,DT,Hamstring
2016,8,Buffalo Bills,Mike Gillislee,RB,Foot
2016,8,Buffalo Bills,Cordy Glenn,OT,Ankle
2016,8,Buffalo Bills,Marquise Goodwin,WR,Concussion
2016,8,Buffalo Bills,Seantrel Henderson,OT,Back
2016,8,Buffalo Bills,Jerry Hughes,DE,Hand
2016,8,Buffalo Bills,Richie Incognito,OG,Illness
2016,8,Buffalo Bills,LeSean McCoy,RB,Hamstring
2016,8,Buffalo Bills,Lerentee McCray,DE,Knee
2016,8,Buffalo Bills,John Miller,OG,Shoulder
2016,8,Buffalo Bills,Adolphus Washington,DE,Illness
2016,8,Buffalo Bills,Aaron Williams,DB,Neck
2016,8,Buffalo Bills,Robert Woods,WR,Foot
2016,8,Carolina Panthers,James Bradberry,DB,Foot
2016,8,Carolina Panthers,Vernon Butler,DT,Ankle
2016,8,Carolina Panthers,Kony Ealy,DE,Illness
2016,8,Carolina Panthers,Robert McClain,DB,Hamstring
2016,8,Carolina Panthers,Michael Oher,OT,Concussion
2016,8,Carolina Panthers,Paul Soliai,DT,Foot
2016,8,Carolina Panthers,Teddy Williams,DB,Knee
2016,8,Carolina Panthers,Daryl Worley,DB,Concussion
2016,8,Chicago Bears,Bryce Callahan,DB,Hamstring
2016,8,Chicago Bears,Eddie Goldman,DT,Ankle
2016,8,Chicago Bears,Deiondre' Hall,DB,Ankle
2016,8,Chicago Bears,Nick Kwiatkoski,LB,Illness
2016,8,Chicago Bears,Jeremy Langford,RB,Ankle
2016,8,Chicago Bears,Kyle Long,OG,Tricep
2016,8,Chicago Bears,Pernell McPhee,DE,Knee
2016,8,Chicago Bears,Cameron Meredith,WR,Other
2016,8,Chicago Bears,Tracy Porter,DB,Knee
2016,8,Chicago Bears,Eddie Royal,WR,Toe
2016,8,Chicago Bears,Josh Sitton,OG,Ankle
2016,8,Chicago Bears,Danny Trevathan,LB,Illness
2016,8,Cincinnati Bengals,Clint Boling,OG,Shoulder
2016,8,Cincinnati Bengals,Marquis Flowers,LB,Groin
2016,8,Cincinnati Bengals,Dre Kirkpatrick,DB,Groin
2016,8,Cincinnati Bengals,Andrew Whitworth,OT,Concussion
2016,8,Cincinnati Bengals,James Wright,WR,Knee
2016,8,Cleveland Browns,Marcus Burley,DB,Hamstring
2016,8,Cleveland Browns,Corey Coleman,WR,Hand
2016,8,Cleveland Browns,Seth Devalve,TE,Knee
2016,8,Cleveland Browns,Spencer Drango,OT,Knee
2016,8,Cleveland Browns,Cameron Erving,OT,Illness
2016,8,Cleveland Browns,Joe Haden,DB,Groin
2016,8,Cleveland Browns,Cody Kessler,QB,Concussion
2016,8,Cleveland Browns,Josh McCown,QB,Shoulder
2016,8,Cleveland Browns,Carl Nassib,LB,Hand
2016,8,Cleveland Browns,Terrelle Pryor,WR,Hamstring
2016,8,Cleveland Browns,Jamar Taylor,DB,Groin
2016,8,Cleveland Browns,Joe Thomas,OT,Knee
2016,8,Dallas Cowboys,Dez Bryant,WR,Knee
2016,8,Dallas Cowboys,Morris Claiborne,DB,Concussion
2016,8,Dallas Cowboys,Ryan Davis,DE,Hamstring
